TOSPCD,TOSPDSC
SF807C,"COLON, COLONOSCOPY WITH ENDOSCOPIC SUBMUCOSAL DISSECTION (ESD) OF LARGE POLYPS (>3CM)"
SF700D,"BOWELS, SINGLE/DOUBLE BALLOON ENTEROSCOPY, DIAGNOSTIC"
SF701D,"BOWELS, SINGLE/DOUBLE BALLOON ENTEROSCOPY, THERAPEUTIC"
SF702D,"DUODENUM, TUMOUR, PANCREAS PRESERVING DUODENECTOMY WITH RECONSTRUCTION OF AMPULLA"
SF800D,"DIAPHRAGM, DIAPHRAGMATIC/HIATUS HERNIA, REPAIR (MIS/OPEN)"
SF801D,"DUODENUM, VARIOUS LESIONS, GASTROENTEROSTOMY/GASTRODUODENOSTOMY"
SF802D,"DUODENUM, TRAUMA, BYPASS OPERATION"
SF803D,"DUODENUM, TUMOR, PANCREATICO-DUODENECTOMY"
SF804D,"DUODENUM, ULCER, PARTIAL GASTRECTOMY"
SF805D,"DUODENUM, ULCER, VAGOTOMY - ALL TYPES"
SF700E,"ESOPHAGUS/STOMACH, GASTROSCOPY AND DILATATION"
SF702E,"ESOPHAGUS, DIVERTICULUM, EXCISION (MIS/OPEN)"
SF703E,"ESOPHAGUS, MOTILITY DISORDER, LONG MYOTOMY (MIS/OPEN)"
SF704E,"ESOPHAGUS/STOMACH/COLON, GASTROINTESTINAL ENDOSCOPY, ABLATIVE TREATMENT"
SF705E,"ESOPHAGUS/INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH ENDOSCOPIC SUBMUCOSAL DISSECTION"
SF800E,"ESOPHAGUS, ACHALASIA, CARDIOMYOTOMY (OPEN/MIS)"
SF801E,"ESOPHAGUS, ATRESIA, REPAIR AND ANASTOMOSIS"
SF802E,"ESOPHAGUS, BENIGN TUMOUR, RESECTION (MIS/OPEN)"
SF803E,"ESOPHAGUS, STRICTURE, DILATATION (ENDOSCOPIC)"
SF804E,"ESOPHAGUS, TUMOR, ALLISON/IVOR-LEWIS OPERATION"
SF805E,"ESOPHAGUS, TUMOR, BYPASS WITH STOMACH/INTESTINE (MIS/OPEN)"
SF806E,"ESOPHAGUS, TUMOR, CERVICAL/LARYNGOPHARYNGECTOMY WITH TRACHEOSTOMY WITH/WITHOUT PLASTIC RECONSTRUCTION"
SF807E,"ESOPHAGUS/INTESTINE/STOMACH, UPPER GL ENDOSCOPY WITH INSERTION OF PROSTHESIS"
SF808E,"ESOPHAGUS/STOMACH, GASTROSCOPY WITH THERAPY EG. APC-FULGARISATION OF TUMOR"
SF809E,"ESOPHAGUS, TUMOR, TOTAL ESOPHAGECTOMY"
SF810E,"ESOPHAGUS, VARICES, ESOPHAGEAL/TRANSECTION WITH SPLENECTOMY"
SF811E,"ESOPHAGUS, VARICES, GASTRO ESOPHAGEAL DEVASCULARISATION WITH ESOPHAGEAL TRANSECTION"
SF812E,"ESOPHAGUS, VARIOUS LESIONS, CERVICAL ESOPHAGOSTOMY"
SF813E,"ESOPHAGUS/INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH COMPLICATED POLYPECTOMY (E.G. LARGE POLYP REQUIRING MULTIPLE PIECEMEAL RESECTIONS, MULTIPLE POLYPS >2, OR POLYPS WITH COMPLICATIONS SUCH AS BLEEDING) OR ENDOSCOPIC MUCOSAL RESECTION"
SF700G,"GALLBLADDER, CHOLECYSTITIS, IMAGING GUIDED PERCUTANEOUS CHOLECYSTOSTOMY"
SF701G,"GALLBLADDER, TUMOUR, RADICAL CHOLECYSTECTOMY WITH SEGMENT 4B AND 5 LIVER RESECTION AND RADICAL LYMPHADENECTOMY"
SF702G,"GALLBLADDER, TUMOUR, RADICAL CHOLECYSTECTOMY WITH SEGMENT 4B AND 5 LIVER RESECTION AND RADICAL LYMPHADENECTOMY AND CHOLEDOCHECTOMY WITH HEPATICO-ENTERIC ANASTOMOSIS"
SF703G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY AND REPAIR OF CHOLECYSTO-ENTERIC/ CHOLECYSTO- CHOLEDOCHAL FISTULA (OPEN OR LAP)"
SF704G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY WITH INTRAOPERATIVE CHOLANGIOGRAM (OPEN OR LAP)"
SF705G,"GALLBLADDER, VARIOUS LESIONS, MIS/OPEN CHOLECYSTECTOMY AND TRANSCYSTIC COMMON BILE DUCT EXPLORATION"
SF706G,"GALLBLADDER (ACUTE/COMPLICATED), OPEN OR LAPARASCOPIC CHOLECYESTECTOMY"
SF707G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY, CHOLEDOCHOTOMY, COMMON BILE DUCT EXPLORATION WITH CHOLEDOCHO-DUODENOSTOMY (OPEN OR LAP)"
SF708G,RADICAL CHOLEDOCHECTOMY WITH LIVER RESECTION (LESS THAN 4 SEGMENTS)
SF709G,RADICAL CHOLEDOCHECTOMY WITH LIVER RESECTIONS (4 OR MORE SEGMENTS) OR WITH MULTIPLE HEPATICOENTERIC ANASTOMOSIS
SF800G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTOSTOMY (PARTIAL, OPEN)"
SF801G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY (OPEN OR LAP)"
SF802G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY AND CHOLEDOCHO- JEJUNOSTOMY/DUODENOSTOMY/GASTROSTOMY"
SF803G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTO- DUODENOSTOMY/CHOLECYSTO- GASTRECTOMY/CHOLECYSTO-JEJUNOSTOMY"
SF700I,"INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH POLYPECTOMY/REMOVAL OF FOREIGN BODY/DIATHERMY OF BLEEDING LESIONS/INJECTION OF VARICES/REMOVAL OF SINGLE POLYP3"
SF701I,"INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH/WITHOUT BIOPSY4"
SF702I,"INTESTINE, BLEEDING GIT, MESENTERIC ARTERY EMBOLISATION"
SF703I,"INTESTINE, SMALL BOWEL, ILEOSTOMY STENOSIS, REVISION"
SF704I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, ENTEROSTOMY"
SF705I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, INTUBATION WITH/WITHOUT BIOPSY"
SF706I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, EXTENSIVE RESECTION WITH ANASTOMOSES, WITH OR WITHOUT STOMA (MIS/OPEN)"
SF707I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, SIMPLE RESECTION WITH ANASTOMOSES, WITH OR WITHOUT STOMA (MIS/OPEN)"
SF708I,"INTESTINE, SMALL BOWEL, VITELLO-INTESTINAL FISTULA, EXCISION"
SF800I,"INTESTINE, ENTEROSTOMY, CLOSURE"
SF801I,"INTESTINE, INTUSSUSCEPTION, REDUCTION (OPEN/MIS)"
SF802I,"INTESTINE, INTUSSUSCEPTION, REDUCTION BY FLUID"
SF803I,"INTESTINE, INTUSSUSCEPTION, RESECTION"
SF804I,"INTESTINE, TOTAL AGANGLIONOSIS, RECONSTRUCTION"
SF805I,"INTESTINE, MECKEL'S DIVERTICULUM, VARIOUS LESIONS, RESECTION (LAP/OPEN)"
SF700L,"LIVER TRANSPLANT, DONATION (CADAVERIC DONOR)"
SF701L,"LIVER TRANSPLANT, DONATION (LIVE DONOR)"
SF702L,"LIVER TRANSPLANT, RECIPIENT"
SF703L,"LIVER, ABSCESS, IMAGING GUIDED PERCUTANEOUS ASPIRATION"
SF704L,"LIVER, ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION"
SF705L,"LIVER, PORTAL HYPERTENSION, TRANSJULAR INTRAHEPATIC PORTO-SYSTEMIC SHUNT CREATION (TIPSS)"
SF706L,"LIVER, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
SF707L,"LIVER, TUMOUR, TRANS-ARTERIAL CHEMO- EMBOLIZATION (TACE)"
SF708L,"LIVER, TUMOUR, TRANS-ARTERIAL RADIO NUCLIDE INFUSION"
SF709L,"LIVER, VARIOUS LESIONS, MIS ULTRASOUND AND LOCAL ABLATION INCLUDING RADIO-FREQUENCY ABLATION"
SF710L,"LIVER, VARIOUS LESIONS, TRANSJUGULAR LIVER BIOPSY"
SF711L,"LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (FOCAL LESIONS, TARGETED)"
SF712L,"LIVER, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
SF800L,"LIP, MUCOUS CYST/MUCOCELE, REMOVAL"
SF801L,"LIP, VARIOUS LESIONS, FULL THICKNESS WEDGE EXCISION WITH REPAIR"
SF802L,"LIP, VARIOUS LESIONS, RECONSTRUCTION USING FULL THICKNESS FLAP"
SF803L,"LIP, VARIOUS LESIONS, VERMILIONECTOMY"
SF804L,"LIVER, ABSCESS, TRANS-ABDOMINAL DRAINAGE (OPEN OR LAP)"
SF805L,"LIVER, HYDATID CYST, TRANS-ABDOMINAL DRAINAGE (PERCUTANEOUS)"
SF806L,"LIVER, OBSTRUCTIVE JAUNDICE, LONGMIRE OPERATION/CHLODEDOCHO JEJUNOSTOMY"
SF807L,"LIVER, TRAUMA, MAJOR REPAIR LACERATION"
SF808L,"LIVER, TRAUMA, MINOR REPAIR LACERATION"
SF809L,"LIVER, TRAUMA/TUMOR, EXTENDED LOBECTOMY (5 SEGMENTS/MORE)"
SF810L,"LIVER, TRAUMA/TUMOR, HEPATIC ARTERY LIGATION"
SF811L,"LIVER, TRAUMA/TUMOR, LIVER TRANSPLANT"
SF812L,"LIVER, VARIOUS LESIONS, LOBECTOMY (3 - 4 SEGMENTS), OPEN OR LAP"
SF813L,"LIVER, VARIOUS LESIONS, PARTIAL LOBECTOMY/SEGMENTAL RESECTION (OPEN OR LAP)"
SF814L,"LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (LIVER PARENCHYMA, NON DIRECTED)"
SF815L,"LIVER, VARIOUS LESIONS, WEDGE/LOCAL EXCISION (OPEN OR LAP)"
SF700M,"MOUTH, DEFECT, MUCOUS MEMBRANE/CONNECTIVE TISSUE GRAFT"
SF701M,"MOUTH, FRENAL ATTACHMENT, RELEASE"
SF702M,"MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND BILATERAL NECK DISSECTION"
SF703M,"MOUTH, PERIODONTIUM (WITHIN 1 QUADRANT), PERIODONTITIS, OPEN FLAP DEBRIDEMENT"
SF704M,"MOUTH, PERIODONTIUM (WITHIN 1 QUADRANT), SOFT TISSUE DEFECT/DEFORMITY, GINGIVOPLASTY"
SF705M,"MOUTH, PERIODONTIUM (WITHIN 1 QUADRANT), SOFT TISSUE DEFECT/DEFORMITY, GINGIVOPLASTY WITH AUTOGENOUS SOFT/HARD TISSUE GRAFT"
SF706M,"MOUTH, PERIODONTIUM (WITHIN 2 QUADRANTS), PERIODONTITIS, OPEN FLAP DEBRIDEMENT"
SF707M,"MOUTH, PERIODONTIUM (WITHIN 2 QUADRANTS), SOFT TISSUE DEFECT/DEFORMITY, GINGIVOPLASTY"
SF708M,"MOUTH, PERIODONTIUM (WITHIN 2 QUADRANTS), SOFT TISSUE DEFECT/DEFORMITY, GINGIVOPLASTY WITH AUTOGENOUS SOFT/HARD TISSUE GRAFT"
SF709M,"MOUTH, PERIODONTIUM, BONE DEFECT/DEFORMITY, AUGMENTATION (AUTOGENOUS) /REGENERATION"
SF710M,"MOUTH, PERIODONTIUM, BONE DEFECT/DEFORMITY, AUGMENTATION (NON-AUTOGENOUS) /REGENERATION"
SF711M,"MOUTH, SALIVARY GLAND, VARIOUS LESIONS, DILATATION OF DUCT"
SF712M,"MOUTH, SUBMUCOSAL RESECTION, ENDOSCOPIC EXCISION WITH BIOPSY"
SF713M,"MOUTH, SUBLINGUAL GLAND, TUMOR, EXCISION BIOPSY"
SF714M,"MOUTH, SUBMANDIBULAR GLAND, CALCULUS (DEEP), REMOVAL BIOPSY"
SF715M,"MOUTH, SUBMANDIBULAR GLAND, CALCULUS, REMOVAL WITH BIOPSY"
SF716M,"MOUTH, SUBMANDIBULAR GLAND, VARIOUS LESIONS, EXCISION WITH BIOPSY"
SF800M,"MOUTH, ABSCESS (DEEP), DRAINAGE (INCLUDES SUBMASSETERIC, SUBMANDIBULAR, TEMPORAL, AND PTERYGOMANDIBULAR SPACES)"
SF801M,"MOUTH, ABSCESS, (SUPERFICIAL), DRAINAGE"
SF802M,"MOUTH, ANGULAR CLEFT WITH MACROSTOMIA (BILATERAL) REPAIR"
SF803M,"MOUTH, ANGULAR CLEFT WITH MACROSTOMIA (UNILATERAL) REPAIR"
SF804M,"MOUTH, CLEFT LIP, BILATERAL PRIMARY REPAIR"
SF805M,"MOUTH, CLEFT LIP, SECONDARY CORRECTION (ABBE FLAP)"
SF806M,"MOUTH, CLEFT LIP, SECONDARY CORRECTION"
SF807M,"MOUTH, CLEFT LIP, SECONDARY CORRECTION OF NOSTRIL/NASAL TIP"
SF808M,"MOUTH, CLEFT LIP, UNILATERAL PRIMARY REPAIR"
SF809M,"MOUTH, DISLOCATED TEETH/DENTO-ALVEOLAR FRACTURE, REDUCTION AND IMMOBILISATION"
SF811M,"ORAL CAVITY AND PHARYNX, FOREIGN BODY, REMOVAL"
SF812M,"MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND UNILATERAL NECK DISSECTION"
SF813M,"MOUTH, LEUKOPLAKIA, LIMITED EXCISION"
SF814M,"MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING"
SF815M,"MOUTH, MACROCHEILIA AND MACROGLOSSIA, RECONSTRUCTION"
SF816M,"MOUTH, MALIGNANT TUMOR, WIDE EXCISION AND MAJOR RECONSTRUCTION"
SF817M,"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, MARSUPIALIZATION /BIOPSY"
SF818M,"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, EXCISION WITH/WITHOUT BIOPSY"
SF819M,"MOUTH, NASOLABIAL CYST, EXCISION BIOPSY"
SF820M,"MOUTH, ORO-ANTRAL FISTULA, REMOVAL OF TOOTH/ROOTS IN ANTRUM AND CLOSURE"
SF821M,"MOUTH, SMALL SOFT TISSUE TUMOR, EXCISION BIOPSY < 3CM"
SF822M,"MOUTH, TUMOR, RADICAL EXCISION BIOPSY WITH RESECTION OF MANDIBLE AND LYMPH NODES AND RECONSTRUCTION"
SF823M,"MOUTH, VARIOUS LESIONS OF ORAL MUCOSA (LARGE/MULTIPLE), CRYOSURGICAL/LASER APPLICATION WITH BIOPSY"
SF824M,"MOUTH, VARIOUS/PATHOLOGIC LESIONS OF ORAL MUCOSA, CRYOSURGICAL/LASER APPLICATION WITH BIOPSY"
SF800N,"NECK, BRANCHIAL CYST, REMOVAL WITH BIOPSY"
SF801N,"NECK, BRANCHIAL FISTULA, REMOVAL"
SF700P,"PANCREAS, PSEUDOCYST/ABSCESS, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION"
SF701P,"PANCREAS, TRANSPLANT (DONATION - CADAVERIC DONOR)"
SF702P,"PANCREAS, TRANSPLANT (RECIPIENT)"
SF703P,"PANCREAS, VARIOUS LESIONS, DUODENUM PRESERVING PANCREATIC HEAD RESECTION (BEGER'S OPERATION)"
SF704P,"PANCREAS, VARIOUS LESIONS, DUODENUM PRESERVING PANCREATIC HEAD RESECTION WITH LONGITUDINAL PANCREATICO-ENTERIC ANASTOMOSIS (FREY'S OPERATION)"
SF705P,"PANCREAS, VARIOUS LESIONS, ENUCLEATION OF LESIONS (1 TO 2)"
SF706P,"PANCREAS, VARIOUS LESIONS, ENUCLEATION OF LESIONS (3 OR MORE)"
SF707P,"PANCREAS, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY"
SF708P,"PANCREAS, VARIOUS LESIONS, MIS/OPEN DISTAL PANCREATECTOMY AND SPLENECTOMY"
SF709P,"PANCREAS, VARIOUS LESIONS, MIS/OPEN SUBTOTAL PANCREATECTOMY (EXTENDING TO THE NECK) AND SPLENECTOMY"
SF710P,"PANCREAS, VARIOUS LESIONS, PORTAL VENOUS SAMPLING"
SF711P,"PANCREAS, VARIOUS LESIONS, SEGMENTAL PANCREATECTOMY WITH PANCREATICO-ENTERIC ANASTOMOSIS"
SF712P,"PANCREAS, VARIOUS LESIONS, MIS/OPEN SPLEEN- PRESERVING DISTAL PANCREATECTOMY"
SF713P,"PAROTID, TOTAL PAROTIDECTOMY WITH NECK DISSECTION"
SF714P,"PAROTID, TOTAL PAROTIDECTOMY, WITH/WITHOUT PRESERVATION OF FACIAL NERVE"
SF800P,"PALATE, CLEFT (COMPLETE), PRIMARY REPAIR"
SF801P,"PALATE, CLEFT (PARTIAL), PRIMARY REPAIR"
SF802P,"PALATE, CLEFT, SECONDARY REPAIR (CLOSURE OF FISTULA)"
SF803P,"PALATE, SECONDARY REPAIR (LENGTHENING PROCEDURE)"
SF804P,"PALATE, CLEFT, UVULOPHARYNGOPLASTY"
SF805P,"PANCREAS, CYST/PSEUDOCYST, MIS/OPEN DRAINAGE AND ANASTOMOSIS TO INTESTINE/STOMACH"
SF806P,"PANCREAS, TUMOUR, TRIPLE BYPASS"
SF807P,"PANCREAS, VARIOUS LESIONS, DISTAL PANCREATECTOMY/ANASTOMOSIS OF PANCREATIC DUCT"
SF808P,"PANCREAS, VARIOUS LESIONS, EXTERNAL DRAINAGE (OPEN)"
SF809P,"PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY"
SF810P,"PHARYNX/LARYNX, PARAPHARYNGEAL SPACE TUMOR EXCISION"
SF811P,"PAROTID, CALCULUS (DEEP), REMOVAL"
SF812P,"PAROTID, CALCULUS (SUPERFICIAL), REMOVAL"
SF813P,"PAROTID, FISTULA, REPAIR"
SF814P,"PAROTID, TUMOR, SUPERFICIAL PAROTIDECTOMY"
SF815P,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH PARAPHARYNGEAL SPACE RESECTION AND FLAP RECONSTRUCTION"
SF816P,"PAROTID, TUMOUR, TOTAL PAROTIDECTOMY WITH RECONSTRUCTION FACIAL NERVE"
SF817P,"PAROTID, TUMOR, TOTAL PAROTIDECTOMY WITH RADICAL NECK DISSECTION"
SF700R,"RECTUM, PERINEAL RECTOSIGMOIDECTOMY FOR RECTAL PROLAPSE"
SF701R,"RECTUM, RESECTION - RECTOPEXY FOR RECTAL PROLAPSE (OPEN/MIS)"
SF702R,"RECTUM, STARR - STAPLED HEMORROIDECTOMY"
SF703R,"RECTUM, ULTRA-LOW ANTERIOR RESECTION (TOTAL MESORECTAL EXCISION) WITH/WITHOUT PLND"
SF800R,"RECTUM, FOREIGN BODY, MANUAL REMOVAL"
SF801R,"RECTUM, HIRSCHSPRUNG'S DISEASE, ANAL SPHINCTEROTOMY"
SF802R,"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTAL MYECTOMY"
SF803R,"RECTUM, HIRSCHSPRUNG'S DISEASE, RECTO- SIGMOIDECTOMY"
SF804R,"RECTUM, STRICTURE, LASER TREATMENT"
SF805R,"RECTUM, TUMOR, ANTERIOR RESECTION/ABDOMINO- PERINEAL RESECTION WITH SALPINGO-OOPHORECTOMY AND TOTAL HYSTERECTOMY"
SF806R,"RECTUM, TUMOR, LASER VAPORISATION/ENDOSCOPIC FULGURATION"
SF807R,"RECTUM, VARIOUS LESIONS, ABDOMINO-PERINEAL PULL THROUGH RESECTION WITH COLO-ANAL ANASTOMOSIS"
SF808R,"RECTUM, VARIOUS LESIONS, HARTMANN'S PROCEDURE"
SF809R,"RECTUM, VARIOUS LESIONS, TRANSANAL REMOVAL WITH BIOPSY"
SF700S,SACRAL NERVE STIMULATION
SF701S,"STOMACH, GASTROESOPHAGEAL REFLUX, FUNDOPLICATION, MIS/OPEN, WITH/WITHOUT GASTROTOMY"
SF702S,"STOMACH, OBESITY, GASTRIC BANDING (MIS)"
SF703S,"STOMACH, OBESITY, SLEEVE GASTRECTOMY (MIS/OPEN)"
SF704S,"STOMACH, VARIOUS LESIONS, PERCUTANEOUS GASTROSTOMY/JEJUNOSTOMY (WITH OR WITHOUT IMAGE GUIDANCE)"
SF705S,"STOMACH, PARTIAL/SUBTOTAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES"
SF706S,"STOMACH, VARIOUS LESIONS, TOTAL/PROXIMAL GASTRECTOMY WITH/WITHOUT SPLENECTOMY"
SF707S,"STOMACH, WEDGE RESECTION/STOMACH FOR BENIGN GASTRIC DISEASES"
SF708S,"STOMACH, PYLOROMYOTOMY, MIS"
SF709S,"STOMACH, TUMOUR, SUBTOTAL GASTRECTOMY AND RADICAL LYMPHADENECTOMY"
SF710S,"STOMACH, TUMOUR, TOTAL GASTRECTOMY AND RADICAL LYMPHADENECTOMY"
SF711S,"STOMACH, VARIOUS LESIONS, IMAGING GUIDED INSERTION OF NASO-GASTRIC TUBE/NASO-JEJUNAL TUBE"
SF712S,"STOMACH/DUODENUM, PERFORATED ULCER, REPAIR (MIS OR OPEN)"
SF713S,"STOMACH, OBESITY, BILIOPANCREATIC DIVERSION WITH/WITHOUT DUODENAL SWITCH"
SF800S,"SACRUM & COCCYX, PILONIDAL SINUS/CYST, EXCISION WITH BIOPSY"
SF801S,"SACRUM & COCCYX, TUMOR, EXCISION WITH BIOPSY"
SF803S,"STOMACH, MORBID OBESITY, BYPASS ONLY"
SF804S,"STOMACH, MORBID OBESITY, REDUCTION AND BYPASS (MIS/OPEN)"
SF805S,"STOMACH, PYLORIC STENOSIS, PYLOROPLASTY"
SF806S,"STOMACH, PYLORIC TUMOR (INFANT), PYLOROPLASTY/PYLOROMYOTOMY"
SF807S,"STOMACH, TUMOR OF CARDIA, ENDOSCOPIC YAG LASER SURGERY/VAPORISATION"
SF808S,"STOMACH, TUMOR/ULCER, GASTROJEJUNOSTOMY"
SF809S,"STOMACH, ULCERS, VAGOTOMY - ALL TYPES (MIS/OPEN)"
SF810S,"STOMACH, VARIOUS LESIONS, PARTIAL/SUBTOTAL GASTRECTOMY"
SF811S,"STOMACH, VARIOUS LESIONS/POST-GASTRECTOMY COMPLICATIONS, REVISION GASTRECTOMY"
SF812S,"STOMACH, TOTAL/PROXIMAL GASTRECTOMY FOR BENIGN GASTRIC DISEASES"
SF813S,"STOMACH, VARIOUS LESIONS, WEDGE RESECTION"
SF701T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE"
SF702T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE AND BONDING FOR TRACTION AND ASSISTED ERUPTION"
SF703T,"TEETH (2 OR MORE) UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE"
SF704T,"TEETH (2 TO 3), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, SURGICAL EXPOSURE AND BONDING FOR TRACTION AND ASSISTED ERUPTION"
SF705T,"TEETH (4 OR MORE) UNERUPTED/ PARTIALLY ERUPTED/ IMPACTED, SURGICAL EXPOSURE AND BONDING FOR TRACTION AND ASSISTED ERUPTION"
SF706T,MIS REPAIR OF ESOPHAGEAL FISTULA AND ESOPHAGEAL ATRESIA
SF707T,"TONGUE, VARIOUS LESIONS (BENIGN CONDITION), EXCISION BIOPSY <3CM"
SF708T,"TOOTH (SINGLE-ROOTED), VARIOUS LESIONS, PERI- RADICULAR SURGERY"
SF723T,"TONGUE, TRANSORAL RESECTION OF TONGUE BASE MUSCLE WITH OR WITHOUT LINGUAL TONSIL EXCISION"
SF800T,"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
SF801T,"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)"
SF802T,"TEETH (4 OR MORE), IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
SF803T,"TEETH (4 OR MORE), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)"
SF804T,"TONGUE, TONGUE TIE, RELEASE"
SF805T,"TONGUE, TONGUE TIE, REVISION"
SF806T,"TONGUE, TUMOR, GLOSSECTOMY WITH RADICAL NECK DISSECTION"
SF807T,"TONGUE, TUMOR, HEMI-GLOSSECTOMY"
SF808T,"TONGUE, TUMOR, TOTAL GLOSSECTOMY"
SF809T,"TONGUE, VARIOUS LESIONS, PARTIAL EXCISION"
SF810T,"TOOTH (DEEP, I.E. COMPLETELY BURIED IN BONE), EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
SF811T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH INCISION OF OVERLYING SOFT TISSUE AND REMOVAL OF TOOTH"
SF812T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION)"
SF813T,"TOOTH (SUPERFICIAL), UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH REMOVAL OF BONE AND TOOTH DIVISION"
SF814T,"TOOTH, DISLOCATION, REIMPLANTATION AND TRANSPLANTATION"
SF815T,"TOOTH, FRACTURE/DISLOCATION, REMOVAL OF ARCH BAR/DENTAL CAP SPLINT"
SF816T,"TOOTH, SIMPLE UNERUPTED/PARTIALLY ERUPTED/IMPACTED/FRACTURED, REMOVAL OF MULTIPLE ROOTS"
SF817T,"TOOTH, UNERUPTED/PARTIALLY ERUPTED/IMPACTED, EXCISION WITH RELEASE OF NEUROVASCULAR BUNDLE"
SF818T,"TOOTH (MULTIPLE-ROOTED OR MORE THAN 1 TOOTH), VARIOUS LESIONS, PERI-RADICULAR SURGERY"
SG700B,"BLADDER, CYSTOSCOPIC INTRADETRUSOR INJECTION OF BOTULINUM"
SG701B,"BLADDER/URETER, LYMPHOLYSIS FOR CHYLURIA, MIS"
SG702B,"BLADDER, DIVERTICULUM, MIS EXCISION"
SG703B,"BLADDER, VARIOUS LESIONS, IMAGE GUIDED SUPRAPUBIC CYSTOSTOMY"
SG704B,"BLADDER, URACHAL FISTULA, MIS  EXCISION"
SG705B,"BLADDER, VARIOUS LESIONS, CATHETERISATION"
SG706B,"BLADDER, VARIOUS LESIONS, MIS PARTIAL EXCISION"
SG707B,"BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY + CREATION OF ILEAL NEOBLADDER"
SG708B,"BLADDER, CYSTOSCOPY, EXTERNAL SPHINCTEROTOMY FOR NEUROGENIC BLADDER NECK OBSTRUCTION"
SG709B,"BLADDER, CYSTOSCOPY, REMOVAL OF FOREIGN BODY/URETERIC STENT"
SG710B,"BLADDER, CYSTOSCOPY, WITH CONTROLLED HYDRODILATATION OF THE BLADDER"
SG711B,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC REMOVAL/MANIPULATION OF URETERIC CALCULUS"
SG712B,"BLADDER, CYSTOSCOPY, WITH ENDOSCOPIC RESECTION/INCISION OF BLADDER NECK"
SG713B,"BLADDER, CYSTOSCOPY, WITH OR WITHOUT BIOPSY"
SG714B,"BLADDER/URETHRA, TRANSURETHRAL RESECTION OF BLADDER TUMOUR (<3CM)"
